rolling,category,outcome,normalize,method,covar,split_value,event_time,estimation_type,estimate,sd,ci_low,ci_high,dataset
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-2,observed,-0.0584231238523165,0.128876367555575,-0.311020804261244,0.194174556556611,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,0,observed,-0.0809043500216067,0.296485217270523,-0.662015375871831,0.500206675828617,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,1,observed,-0.899783017004722,0.128208283545131,-1.15107125275318,-0.648494781256265,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,2,observed,-1.09388080560937,0.134838327413335,-1.35816392733951,-0.829597683879238,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,3,observed,-0.913520817327309,0.157555330915124,-1.22232926592095,-0.604712368733665,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,4,observed,-1.01556098081394,0.23454359139522,-1.47526641994857,-0.555855541679308,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,5,observed,-1.09446668238775,0.181335425246825,-1.44988411587153,-0.739049248903971,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,6,observed,-1.05765138598429,0.230139653124216,-1.50872510610775,-0.606577665860828,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,7,observed,-0.715376640921897,0.564890693228079,-1.82256239964893,0.391809117805138,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,8,observed,-1.41017122431446,0.265361303651292,-1.93027937947099,-0.890063069157928,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,9,observed,-1.2366144509014,0.265492559707426,-1.75697986792795,-0.716249033874842,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,10,observed,-1.24545042538096,0.719276303957801,-2.65523198113825,0.16433113037633,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,11,observed,-0.812653319089402,0.663450492360027,-2.11301628411505,0.48770964593625,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,12,observed,-0.903658841793355,0.715425876313582,-2.30589355936798,0.498575875781266,
rolling5_kfold_depth1_default,github_outcomes,pull_request_merged,TRUE,sa,policy_tree_group_kfold_depth1_default,0,13,observed,-2.35834299028913,0.237891263167218,-2.82460986609688,-1.89207611448139,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-14,observed,0.435507100885311,0.667537873798506,-0.87286713175976,1.74388133353038,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-13,observed,0.650727165684164,0.636138056565155,-0.596103425183539,1.89755775655187,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-12,observed,0.882045968264304,0.542867860427419,-0.181975038173436,1.94606697470204,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-11,observed,0.877728554575846,0.496632378400445,-0.095670907089026,1.85112801624072,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-10,observed,0.941350498774243,0.450223813091223,0.0589118251154466,1.82378917243304,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-9,observed,1.10149173455641,0.441081660875494,0.23697167924044,1.96601178987238,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-8,observed,0.715782102755527,0.410700748252393,-0.089191363819162,1.52075556933022,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-7,observed,0.358914314545946,0.338405407982834,-0.304360285100408,1.0221889141923,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-6,observed,0.54860442694935,0.365518513390691,-0.167811859296404,1.2650207131951,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-5,observed,0.0646771092819923,0.20940879343861,-0.345764125857684,0.475118344421668,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-4,observed,0.162802394194282,0.194775498780228,-0.218957583414965,0.54456237180353,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-3,observed,-0.14535336622358,0.167072715534806,-0.4728158886718,0.182109156224641,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-2,observed,-0.0245663258207701,0.158214155345896,-0.334666070298726,0.285533418657186,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-1,observed,0,0,0,0,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,0,observed,0.28317443477259,0.331907378014801,-0.367364026136421,0.933712895681601,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,1,observed,0.0316072752490411,0.230135496645183,-0.419458298175518,0.4826728486736,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,2,observed,-0.18016970459755,0.193780042640266,-0.559978588172472,0.199639178977372,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,3,observed,-0.257836693227486,0.191570593519026,-0.633315056524778,0.117641670069806,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,4,observed,-0.438468027542864,0.228168242876673,-0.885677783581143,0.0087417284954151,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,5,observed,-0.4065534004352,0.272115067580599,-0.939898932893174,0.126792132022774,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,6,observed,-0.504617469926212,0.245769679435953,-0.98632604162068,-0.0229088982317437,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,7,observed,-0.380741071682235,0.280551277352313,-0.930621575292768,0.169139431928298,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,8,observed,-0.575215524971125,0.285962251716886,-1.13570153833622,-0.0147295116060293,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,9,observed,-0.80295677456278,0.280662105036293,-1.35305450043391,-0.252859048691647,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,10,observed,-1.20100087650826,0.365848581837779,-1.91806409691031,-0.483937656106213,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,11,observed,-1.24996992622433,0.422634362992114,-2.07833327768887,-0.421606574759788,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,12,observed,-1.69648317442979,0.525288961656006,-2.72604953927557,-0.666916809584024,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,13,observed,-0.206380732110081,0.422768164024684,-1.03500633359846,0.622244869378299,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-14,observed,0.163650670540364,0.491534275327593,-0.799756509101718,1.12705785018245,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-13,observed,0.333562527411661,0.355180843518065,-0.362591925883746,1.02971698070707,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-12,observed,0.408008162860672,0.211503495217271,-0.00653868776517957,0.822555013486523,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-11,observed,0.29136668418874,0.18616116445051,-0.073509198134259,0.656242566511738,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-10,observed,0.456820335563167,0.200173162620131,0.0644809368277103,0.849159734298624,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-9,observed,0.139165405424885,0.174931245543819,-0.203699835841,0.482030646690769,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-8,observed,0.222173263227484,0.175003162541007,-0.12083293535289,0.565179461807857,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-7,observed,0.244263120146911,0.231408892370728,-0.209298308899716,0.697824549193539,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-6,observed,0.440418517052747,0.266107165888781,-0.0811515280892647,0.961988562194759,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-5,observed,0.340619496170148,0.13936691100286,0.0674603506045431,0.613778641735754,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-4,observed,0.033982998401885,0.131261282309368,-0.223289114924475,0.291255111728245,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-3,observed,0.045362448878044,0.127074543819104,-0.2037036570074,0.294428554763488,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-2,observed,-0.0839610124584639,0.122104044153828,-0.323284938999967,0.155362914083039,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,0,observed,-0.335622607960751,0.176152012005429,-0.680880551491391,0.00963533556988916,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,1,observed,-0.762033302363122,0.135733779214392,-1.02807150962333,-0.495995095102914,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,2,observed,-0.852913656534913,0.1232322058738,-1.09444878004756,-0.611378533022265,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,3,observed,-0.470263269523977,0.230530011104301,-0.922102091288408,-0.0184244477595473,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,4,observed,-0.498933873677986,0.291416724583319,-1.07011065386129,0.072242906505319,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,5,observed,-0.445355282731934,0.293283293834966,-1.02019053864847,0.129479973184599,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,6,observed,-0.428421212969407,0.300449102415801,-1.01730145370438,0.160459027765563,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,7,observed,-0.298918907519301,0.377464534638514,-1.03874939541079,0.440911580372187,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,8,observed,-0.460693272372692,0.43945451662083,-1.32202412494952,0.400637580204134,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,9,observed,-0.435986682009606,0.261764057761384,-0.94904423522192,0.0770708712027071,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,10,observed,-0.507399347092805,0.434839126615896,-1.35968403525996,0.344885341074352,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,11,observed,0.362634369322074,1.0348572912047,-1.66568592143913,2.39095466008328,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,12,observed,0.0190393693176055,0.946967682418785,-1.83701728822321,1.87509602685842,
rolling5_kfold_depth1_default,downstream_outcomes,overall_new_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,13,observed,-1.82040646524181,0.172780204789571,-2.15905566662937,-1.48175726385425,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-14,observed,0.142590352971682,0.391855958977736,-0.625447326624679,0.910628032568044,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-13,observed,0.60257781511789,0.38966379873802,-0.16116323040863,1.36631886064441,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-12,observed,0.502445132626375,0.286104072054103,-0.0583188485996669,1.06320911385242,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-11,observed,0.479486298731,0.256160953227867,-0.0225891695956199,0.981561767057619,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-10,observed,0.522182164497796,0.217467632725851,0.0959456043551282,0.948418724640463,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-9,observed,0.805487427512389,0.233326069269085,0.348168331744983,1.2628065232798,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-8,observed,0.310307411274145,0.217263186134065,-0.115528433548623,0.736143256096913,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-7,observed,0.185426964653143,0.286081329294245,-0.375292440763576,0.746146370069863,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-6,observed,0.21357935702483,0.251760714226175,-0.279871642858474,0.707030356908133,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-5,observed,0.0621921025888976,0.175027515158349,-0.280861827121467,0.405246032299262,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-4,observed,-0.00239649683013955,0.184960736879664,-0.36491954111428,0.360126547454001,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-3,observed,-0.145824748058201,0.170858444313274,-0.480707298912218,0.189057802795815,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-2,observed,0.160962894119126,0.170012498434645,-0.172261602812778,0.49418739105103,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,-1,observed,0,0,0,0,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,0,observed,0.0377498156669673,0.232538571855206,-0.418025785169237,0.493525416503171,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,1,observed,0.172371437481624,0.324612106470357,-0.463868291200275,0.808611166163523,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,2,observed,-0.0647959452633823,0.217563581809718,-0.49122056561043,0.361628675083666,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,3,observed,-0.250912636183124,0.155547417657012,-0.555785574790869,0.0539603024246199,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,4,observed,-0.441720892765323,0.154860811321897,-0.745248082956241,-0.138193702574405,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,5,observed,-0.255768001686304,0.247497158638519,-0.740862432617802,0.229326429245194,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,6,observed,-0.187309858843362,0.188576521692216,-0.556919841360104,0.182300123673381,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,7,observed,-0.347982414444251,0.191658568492425,-0.723633208689404,0.0276683798009018,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,8,observed,-0.505955322923161,0.163895194268756,-0.827189903689922,-0.1847207421564,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,9,observed,-0.799012926269216,0.209572071164595,-1.20977418575182,-0.38825166678661,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,10,observed,-1.02988622736599,0.296023445695762,-1.61009218092969,-0.4496802738023,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,11,observed,-1.27736045177252,0.349486432940324,-1.96235386033556,-0.592367043209487,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,12,observed,-1.6367171267225,0.431021078031621,-2.48151843966448,-0.791915813780522,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,1,13,observed,-2.00200696137098,0.168294814005084,-2.33186479682095,-1.67214912592102,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-14,observed,0.0430590983459035,0.3323114158931,-0.608271276804572,0.694389473496379,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-13,observed,0.15184257282726,0.286975309190555,-0.410629033186228,0.714314178840748,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-12,observed,0.236641814822941,0.212924706327484,-0.180690609578927,0.653974239224809,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-11,observed,0.211197636605481,0.197644703524652,-0.176185982302837,0.5985812555138,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-10,observed,0.286721544955486,0.178181778907107,-0.0625147417024432,0.635957831613415,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-9,observed,0.157449571036779,0.170553513113927,-0.176835314666519,0.491734456740076,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-8,observed,0.121782647431293,0.169875375013982,-0.211173087596111,0.454738382458697,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-7,observed,0.0191033369553391,0.157312649573975,-0.289229456209651,0.32743613012033,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-6,observed,0.211232877838998,0.213475830553446,-0.207179750045756,0.629645505723751,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-5,observed,0.303902865112724,0.15185837481811,0.00626045046922752,0.60154527975622,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-4,observed,-0.0336755542538158,0.137625968167293,-0.30342245186171,0.236071343354079,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-3,observed,0.112396840077005,0.138394801068535,-0.158856970017323,0.383650650171334,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-2,observed,-0.0762234624475767,0.135193901247951,-0.34120350889356,0.188756583998407,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,-1,observed,0,0,0,0,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,0,observed,-0.329517683731459,0.146548684957078,-0.616753106247332,-0.0422822612155848,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,1,observed,-0.554628017192426,0.103937627388176,-0.758345766873252,-0.3509102675116,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,2,observed,-0.644546722750599,0.10887484730444,-0.857941423467302,-0.431152022033896,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,3,observed,-0.56537623071279,0.114403944688946,-0.789607962303124,-0.341144499122457,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,4,observed,-0.511406149878528,0.136607754103487,-0.779157347921363,-0.243654951835693,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,5,observed,-0.371466950306878,0.149105849507686,-0.663714415341943,-0.0792194852718143,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,6,observed,-0.407902240473576,0.153513727530066,-0.708789146432506,-0.107015334514646,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,7,observed,-0.290206091121507,0.178097654163348,-0.639277493281669,0.0588653110386548,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,8,observed,-0.443842327756602,0.186024277025853,-0.808449910727274,-0.0792347447859305,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,9,observed,-0.165542527452892,0.263291118072127,-0.68159311887426,0.350508063968476,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,10,observed,-0.404653223830423,0.357447802963904,-1.10525091763967,0.295944469978829,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,11,observed,-0.15335787183661,0.514871686113081,-1.16250637661825,0.855790632945028,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,12,observed,0.0769843414728016,1.1108478955255,-2.10027753375718,2.25424621670279,
rolling5_kfold_depth1_default,downstream_outcomes,major_minor_release_count,TRUE,sa,policy_tree_group_kfold_depth1_default,0,13,observed,-1.85868655184178,0.147293755643346,-2.14738231290274,-1.56999079078083,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-14,observed,-3.38988342275818,1.30999270046427,-5.95746911566814,-0.822297729848218,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-13,observed,3.63672847411709,1.54236694327587,0.61368926529639,6.65976768293779,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-12,observed,0.731152992991809,0.606367367206198,-0.457327046732338,1.91963303271596,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-11,observed,1.55753794441639,0.780338065107895,0.0280753368049185,3.08700055202787,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-10,observed,0.971721852829984,0.694245687597675,-0.388999694861459,2.33244340052143,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-9,observed,1.93453032851014,0.87639124984778,0.216803478808496,3.65225717821179,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-8,observed,2.10190269355758,0.679496652020026,0.77008925559833,3.43371613151683,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-7,observed,1.58151790715647,0.507561266029325,0.586697825738989,2.57633798857394,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-6,observed,1.17205473442792,0.45373603128153,0.282732113116122,2.06137735573972,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-5,observed,0.193347190943335,0.227826988641098,-0.253193706793217,0.639888088679887,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-4,observed,0.315087653529981,0.226036755935773,-0.127944388104134,0.758119695164097,
rolling5_depth2_default,github_outcomes,pull_request_opened,TRUE,sa,policy_tree_group_depth2_default,1,-3,observed,-0.0892555086310077,0.214481803439553,-0.509639843372532,0.331128826110516,
